Start Worksheet - General Information
,,,
General Information,,,
,,,
File Exported,3/4/2025 12:36:41 AM,,
mic Software Version,2.12.7,,
mic File,C:\Users\human\Dropbox\micrun\micrun_files_second_batch_new_modified\30_Sandtiger.micrun,,
File Status,Completed,,
Operator,17863,,
Run ID,28ee0cf9-25b0-4f8d-bd48-8f42a1f82798,,
,,,
mic Name,Sherlock,,
mic Serial,M0007561,,
mic Firmware,2.28,,
,,,
Start Time,7/8/2024 3:35:12 PM,,
End Time,7/8/2024 5:14:25 PM,,
,,,
Log,,,
7/8/2024 3:35:12 PM,"Run started via Bluetooth on ""Sherlock"" S/N M0007561 F/W v2.28 S/W v2.12.7",17863,Information
7/8/2024 3:48:26 PM,"Autogain completed for Green using Sample: 30, Detector gain: 38x, LED power: 750, Scale: 0.89",17863,Information
7/8/2024 5:07:05 PM,"Autogain completed for Green using Sample: 31, Detector gain: 38x, LED power: 750, Scale: 1.50",17863,Information
7/8/2024 5:11:11 PM,Communications restored,17863,Warning
7/8/2024 5:14:25 PM,Run complete,17863,Information
7/8/2024 5:14:25 PM,"Sample:1 ""Sandtiger_1"" 
	Name changed from """" to ""Sandtiger_1"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:2 ""Sandtiger_2"" 
	Name changed from """" to ""Sandtiger_2"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:3 ""Sandtiger_3"" 
	Name changed from """" to ""Sandtiger_3"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:4 ""Sandtiger_4"" 
	Name changed from """" to ""Sandtiger_4"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:5 ""Sandtiger_5"" 
	Name changed from """" to ""Sandtiger_5"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:6 ""Sandtiger_6"" 
	Name changed from """" to ""Sandtiger_6"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:7 ""Sandtiger_7"" 
	Name changed from """" to ""Sandtiger_7"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:8 ""Sandtiger_8"" 
	Name changed from """" to ""Sandtiger_8"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:9 ""Sandtiger_9"" 
	Name changed from """" to ""Sandtiger_9"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:10 ""Sandtiger_10"" 
	Name changed from """" to ""Sandtiger_10"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:11 ""Sandtiger_11"" 
	Name changed from """" to ""Sandtiger_11"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:12 ""Sandtiger_12"" 
	Name changed from """" to ""Sandtiger_12"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:13 ""Sandtiger_13"" 
	Name changed from """" to ""Sandtiger_13"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:14 ""Sandtiger_14"" 
	Name changed from """" to ""Sandtiger_14"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:15 ""Sandtiger_15"" 
	Name changed from """" to ""Sandtiger_15"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:16 ""Sandtiger_16"" 
	Name changed from """" to ""Sandtiger_16"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:17 ""Sandtiger_17"" 
	Name changed from """" to ""Sandtiger_17"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:18 ""Sandtiger_18"" 
	Name changed from """" to ""Sandtiger_18"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:19 ""Sandtiger_19"" 
	Name changed from """" to ""Sandtiger_19"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:20 ""Sandtiger_20"" 
	Name changed from """" to ""Sandtiger_20"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:21 ""Sandtiger_21"" 
	Name changed from """" to ""Sandtiger_21"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:22 ""Sandtiger_22"" 
	Name changed from """" to ""Sandtiger_22"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:23 ""Sandtiger_23"" 
	Name changed from """" to ""Sandtiger_23"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:24 ""Sandtiger_24"" 
	Name changed from """" to ""Sandtiger_24"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:25 ""Sandtiger_25"" 
	Name changed from """" to ""Sandtiger_25"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:26 ""Sandtiger_26"" 
	Name changed from """" to ""Sandtiger_26"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:27 ""Sandtiger_27"" 
	Name changed from """" to ""Sandtiger_27"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:28 ""Sandtiger_28"" 
	Name changed from """" to ""Sandtiger_28"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:29 ""Sandtiger_29"" 
	Name changed from """" to ""Sandtiger_29"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:30 ""Sandtiger_30"" 
	Name changed from """" to ""Sandtiger_30"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:31 ""DNAID_PC"" 
	Name changed from """" to ""DNAID_PC"" 
	Type changed from ""Unknown"" to ""Positive Control"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:14:25 PM,"Sample:32 ""DNAID_NC"" 
	Name changed from """" to ""DNAID_NC"" 
	Type changed from ""Unknown"" to ""NTC"" 
	Assay changed from """" to ""DNAID""",17863,Information
7/8/2024 5:24:00 PM,"MeltAnalysis ""DNAID-Elasmo"" added
	Threshold Starting At  changed from ""70.00"" to ""63.48"" 
	Threshold  changed from ""0.100"" to ""-0.002"" 
	 Samples selected: 2,3,4,5,8,12,13,19,22,23,24,29",17863,Information
7/8/2024 5:24:00 PM,"HighResolutionMelt ""DNAID-Elasmo"" added
	Normalisation Start Low Temperature  changed from ""0.00"" to ""64.00"" 
	Normalisation Start High Temperature  changed from ""0.00"" to ""66.00"" 
	Normalisation End Low Temperature  changed from ""0.00"" to ""86.00"" 
	Normalisation End High Temperature  changed from ""0.00"" to ""88.00"" 
	 Sample ""BASELINE"" Well ""31: DNAID_PC"" added to Genotypes 
	 Samples selected: 19 Samples de-selected: 1,17,18,25,26,32",17863,Information
7/9/2024 3:04:40 PM,"HighResolutionMelt ""DNAID-Elasmo"" 
	 Samples de-selected: 10,14,15,30",17863,Information
7/19/2024 2:47:18 PM,"MeltAnalysis ""DNAID-Elasmo"" 
	 All samples deselected.",17863,Information
7/19/2024 2:47:18 PM,"HighResolutionMelt ""DNAID-Elasmo"" 
	 Samples selected: 1,10,14,15,17,18,25,26,30,31,32",17863,Information
2/17/2025 8:22:01 PM,"MeltAnalysis ""DNAID-Elasmo"" 
	 Samples selected: 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30",17863,Information
2/17/2025 8:22:01 PM,"HighResolutionMelt ""DNAID-Elasmo"" 
	 Samples selected: 17",17863,Information
3/4/2025 12:36:38 AM,"MeltAnalysis ""DNAID-Elasmo"" 
	 Samples de-selected: 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",human,Information
3/4/2025 12:36:38 AM,"HighResolutionMelt ""DNAID-Elasmo"" 
	 Samples de-selected: 17,31,32",human,Information
,,,
End Worksheet


Start Worksheet - Profile
,
Temperature Control,Standard TAQ
Reaction Volume,20µl
,
Logical Profile,Hold at 95°C for 10:00
,Cycle 35 times acquiring on Green
,   Hold at 95°C for 00:15
,   Hold at 56°C for 00:30
,   Hold at 72°C for 00:30
,   Acquire Data
,Hold at 72°C for 05:00
,Hold at 95°C for 00:15
,Hold at 60°C for 01:00
,Melt from 60°C to 95°C at 0.1°C/s acquiring on Green
,
End Worksheet


Start Worksheet - Samples
,,,,,
Well,Name,Type,Groups,Assay,Standards Concentration (Copies/µL)
1,Sandtiger_1,Unknown,,DNAID,
2,Sandtiger_2,Unknown,,DNAID,
3,Sandtiger_3,Unknown,,DNAID,
4,Sandtiger_4,Unknown,,DNAID,
5,Sandtiger_5,Unknown,,DNAID,
6,Sandtiger_6,Unknown,,DNAID,
7,Sandtiger_7,Unknown,,DNAID,
8,Sandtiger_8,Unknown,,DNAID,
9,Sandtiger_9,Unknown,,DNAID,
10,Sandtiger_10,Unknown,,DNAID,
11,Sandtiger_11,Unknown,,DNAID,
12,Sandtiger_12,Unknown,,DNAID,
13,Sandtiger_13,Unknown,,DNAID,
14,Sandtiger_14,Unknown,,DNAID,
15,Sandtiger_15,Unknown,,DNAID,
16,Sandtiger_16,Unknown,,DNAID,
17,Sandtiger_17,Unknown,,DNAID,
18,Sandtiger_18,Unknown,,DNAID,
19,Sandtiger_19,Unknown,,DNAID,
20,Sandtiger_20,Unknown,,DNAID,
21,Sandtiger_21,Unknown,,DNAID,
22,Sandtiger_22,Unknown,,DNAID,
23,Sandtiger_23,Unknown,,DNAID,
24,Sandtiger_24,Unknown,,DNAID,
25,Sandtiger_25,Unknown,,DNAID,
26,Sandtiger_26,Unknown,,DNAID,
27,Sandtiger_27,Unknown,,DNAID,
28,Sandtiger_28,Unknown,,DNAID,
29,Sandtiger_29,Unknown,,DNAID,
30,Sandtiger_30,Unknown,,DNAID,
31,DNAID_PC,Positive Control,,DNAID,
32,DNAID_NC,NTC,,DNAID,
33,,Unknown,,,
34,,Unknown,,,
35,,Unknown,,,
36,,Unknown,,,
37,,Unknown,,,
38,,Unknown,,,
39,,Unknown,,,
40,,Unknown,,,
41,,Unknown,,,
42,,Unknown,,,
43,,Unknown,,,
44,,Unknown,,,
45,,Unknown,,,
46,,Unknown,,,
47,,Unknown,,,
48,,Unknown,,,
,,,,,
End Worksheet


Start Worksheet - Assays
,,,,,
Assay,Type,Target,Probe,Reporter,Channel
DNAID,IntercalatingDye,DNAID-Elasmo,-,SYTO® 9,Green
,,,,,
End Worksheet


Start Worksheet - Data - Cycling Green
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1,0.970468,1.065745,1.091606,0.990884,0.97319,1.076634,1.041245,1.011301,1.12155,1.347494,1.265827,1.147411,1.114745,1.318911,1.674159,0.996329,1.388327,1.510826,1.1828,1.200494,1.325716,1.373355,1.359744,1.472715,1.152856,1.173272,2.443183,2.635099,1.252216,2.990347,1.46591,0.926912,0.485914,0.49272,0.498164,0.52947,0.476387,0.491359,0.485914,0.48047,0.494081,0.522664,0.509053,0.51722,0.50497,0.51722,0.525386,0.55397
2,0.986801,1.087523,1.102495,1.005856,0.989523,1.087523,1.053495,1.024912,1.14605,1.362466,1.279438,1.163745,1.124273,1.336605,1.689131,1.001773,1.427799,1.593854,1.197772,1.220911,1.34341,1.395132,1.385605,1.497215,1.166467,1.186883,2.459516,2.639182,1.271272,2.984903,1.740853,0.935079,0.491359,0.496803,0.500887,0.536275,0.481831,0.49272,0.488637,0.483192,0.496803,0.52947,0.513136,0.522664,0.507692,0.519942,0.532192,0.556692
3,0.984079,1.0848,1.101134,1.005856,0.986801,1.086162,1.049412,1.023551,1.156939,1.35566,1.278077,1.165106,1.12155,1.336605,1.683687,1.003134,1.42916,1.56527,1.197772,1.218189,1.354299,1.396493,1.39241,1.509465,1.163745,1.189606,2.447266,2.616043,1.279438,2.971292,2.172323,0.939162,0.487276,0.495442,0.502248,0.534914,0.481831,0.494081,0.487276,0.483192,0.495442,0.528109,0.514498,0.518581,0.507692,0.522664,0.52947,0.556692
4,0.978634,1.0848,1.09705,1.001773,0.982718,1.080717,1.045328,1.02219,1.161022,1.351577,1.275355,1.159661,1.12155,1.332522,1.670076,1.003134,1.435966,1.572076,1.199133,1.215467,1.354299,1.399216,1.393771,1.508104,1.163745,1.1828,2.42685,2.592905,1.276716,2.946792,2.824292,0.937801,0.489998,0.494081,0.499525,0.533553,0.48047,0.49272,0.487276,0.483192,0.496803,0.526748,0.513136,0.519942,0.506331,0.522664,0.52947,0.556692
