Start Worksheet - General Information
,,,
General Information,,,
,,,
14,1.700618,2.146944,1.819638,1.943236,2.112612,1.75555,1.771572,2.705425,1.826505,2.101167,1.826505,1.831083,1.764706,1.748684,1.787594,2.185855,1.787594,2.719158,1.959258,1.831083,2.240787,1.87686,1.805905,1.792172,1.872282,1.943236,1.707485,2.050813,4.497597,1.794461,19.555962,1.723507,0.87892,0.883497,0.906386,0.913252,0.890364,0.93843,0.924697,0.979629,0.846876,0.846876,0.83772,0.823987,0.853742,0.856031,0.874342,0.945296
15,1.705196,2.204166,1.833371,1.972992,2.172122,1.766995,1.773861,2.8748,1.840238,2.162966,1.824216,1.83566,1.771572,1.748684,1.789883,2.259098,1.789883,2.91371,1.991302,1.83566,2.332341,1.897459,1.815061,1.79675,1.895171,1.982147,1.709773,2.137789,4.808881,1.805905,20.924697,1.725795,0.881209,0.881209,0.906386,0.915541,0.890364,0.943008,0.922408,0.97734,0.846876,0.844587,0.83772,0.823987,0.856031,0.851453,0.87892,0.945296
16,1.709773,2.291142,1.844816,2.011902,2.256809,1.783017,1.780728,3.144884,1.858549,2.249943,1.833371,1.842527,1.780728,1.753262,1.789883,2.364385,1.794461,3.183795,2.034791,1.860838,2.47425,1.924926,1.844816,1.808194,1.927214,2.043946,1.712062,2.279698,5.184253,1.819638,22.240787,1.728084,0.87892,0.883497,0.908675,0.915541,0.888075,0.940719,0.920119,0.97734,0.846876,0.844587,0.840009,0.821698,0.853742,0.856031,0.874342,0.943008
17,1.71664,2.419318,1.874571,2.07599,2.378119,1.819638,1.789883,3.570611,1.892882,2.380407,1.847105,1.860838,1.792172,1.75555,1.794461,2.526894,1.805905,3.575189,2.108034,1.883726,2.707713,1.966125,1.897459,1.826505,1.991302,2.133211,1.71664,2.524605,5.676356,1.844816,23.529412,1.732662,0.87892,0.87892,0.913252,0.913252,0.890364,0.940719,0.91783,0.984207,0.844587,0.840009,0.842298,0.819409,0.853742,0.85832,0.874342,0.940719
18,1.723507,2.623026,1.931792,2.165255,2.572671,1.87686,1.79675,4.248112,1.945525,2.581827,1.872282,1.883726,1.815061,1.760128,1.79675,2.77409,1.815061,4.145113,2.233921,1.918059,3.078508,2.043946,1.991302,1.85626,2.108034,2.261387,1.723507,2.941176,6.312657,1.879149,24.735637,1.734951,0.874342,0.87892,0.910964,0.913252,0.890364,0.93843,0.922408,0.984207,0.842298,0.840009,0.842298,0.819409,0.853742,0.860609,0.874342,0.943008
19,1.741817,2.968643,2.041657,2.320897,2.883955,1.984436,1.812772,5.262074,2.030213,2.911421,1.91577,1.929503,1.860838,1.773861,1.794461,3.188373,1.837949,4.987411,2.458228,2.005035,3.696498,2.178988,2.169833,1.908904,2.332341,2.469673,1.721218,3.636988,7.18471,1.938659,25.934997,1.734951,0.87892,0.881209,0.908675,0.915541,0.890364,0.940719,0.922408,0.981918,0.846876,0.844587,0.840009,0.821698,0.856031,0.85832,0.876631,0.943008
20,1.773861,3.540856,2.249943,2.57496,3.387503,2.176699,1.849393,6.630808,2.181277,3.467613,2.002747,2.01648,1.950103,1.789883,1.803616,3.856718,1.869993,6.177615,2.847333,2.165255,4.680705,2.412451,2.504005,2.009613,2.732891,2.810712,1.734951,4.685283,8.338293,2.039368,27.063401,1.73724,0.87892,0.881209,0.910964,0.91783,0.890364,0.943008,0.922408,0.979629,0.849165,0.844587,0.83772,0.823987,0.851453,0.860609,0.876631,0.945296
21,1.824216,4.43122,2.623026,3.005264,4.163424,2.526894,1.906615,8.216983,2.442206,4.33051,2.160678,2.181277,2.110323,1.815061,1.805905,4.877546,1.929503,7.663081,3.504234,2.465095,6.072328,2.819867,3.089952,2.183566,3.421836,3.360037,1.741817,6.072328,9.723049,2.208743,28.086519,1.734951,0.876631,0.883497,0.910964,0.915541,0.888075,0.943008,0.922408,0.979629,0.846876,0.842298,0.840009,0.821698,0.853742,0.856031,0.876631,0.943008
22,1.938659,5.756466,3.295949,3.739986,5.353628,3.149462,2.032502,9.954223,2.918288,5.646601,2.467384,2.499428,2.430762,1.869993,1.815061,6.321813,2.039368,9.365988,4.563973,3.01442,7.830167,3.522545,4.055848,2.520027,4.518196,4.238956,1.773861,7.70428,11.286336,2.524605,29.155413,1.739528,0.874342,0.883497,0.908675,0.910964,0.892653,0.93843,0.922408,0.981918,0.844587,0.842298,0.842298,0.821698,0.853742,0.85832,0.874342,0.943008
23,2.146944,7.470817,4.373999,4.868391,6.955825,4.149691,2.265965,11.721218,3.71252,7.370108,3.025864,3.076219,3.000687,1.968414,1.828794,8.079652,2.23621,11.119249,6.04715,3.927672,9.755093,4.63035,5.417716,3.099107,5.999084,5.502403,1.828794,9.414054,12.879377,3.064775,30.153353,1.739528,0.87892,0.883497,0.908675,0.915541,0.890364,0.940719,0.922408,0.979629,0.846876,0.844587,0.840009,0.821698,0.853742,0.860609,0.874342,0.945296
24,2.520027,9.352255,5.843442,6.397345,8.793774,5.552758,2.684825,13.408103,4.918746,9.304189,3.945983,4.035248,3.941405,2.1561,1.853971,9.970245,2.586404,12.817578,7.821012,5.257496,11.698329,6.14786,7.047379,4.023804,7.715724,7.081712,1.927214,11.103227,14.447242,3.950561,31.043717,1.734951,0.87892,0.883497,0.906386,0.915541,0.890364,0.93843,0.920119,0.981918,0.846876,0.842298,0.83772,0.823987,0.851453,0.856031,0.876631,0.943008
25,3.199817,11.364157,7.62417,8.251316,10.796521,7.280842,3.421836,15.120165,6.541543,11.37789,5.351339,5.493248,5.346761,2.513161,1.911192,11.927214,3.227283,14.513619,9.757382,6.967269,13.659876,7.976654,8.839551,5.342184,9.567407,8.871595,2.121767,12.792401,16.051728,5.259785,32.018769,1.739528,0.876631,0.885786,0.908675,0.915541,0.890364,0.940719,0.924697,0.981918,0.849165,0.846876,0.83772,0.821698,0.856031,0.85832,0.876631,0.945296
26,4.257267,13.277638,9.455253,10.169375,12.726024,9.091325,4.545663,16.688029,8.345159,13.378347,7.081712,7.299153,7.093156,3.135729,2.007324,13.801785,4.248112,16.074617,11.661707,8.825818,15.481804,9.876402,10.595102,6.910048,11.375601,10.656901,2.469673,14.357977,17.534905,6.900893,32.826734,1.739528,0.87892,0.881209,0.908675,0.91783,0.888075,0.940719,0.922408,0.979629,0.846876,0.844587,0.842298,0.821698,0.853742,0.856031,0.874342,0.945296
27,5.745022,15.223163,11.359579,12.162966,14.687572,10.975051,6.090639,18.30396,10.256352,15.390249,9.011215,9.320211,9.054704,4.17258,2.211032,15.676356,5.758755,17.653925,13.5729,10.780499,17.294575,11.812772,12.368963,8.644999,13.183795,12.465095,3.099107,15.932708,19.059281,8.752575,33.758297,1.746395,0.881209,0.881209,0.913252,0.915541,0.890364,0.943008,0.924697,0.979629,0.846876,0.844587,0.842298,0.821698,0.853742,0.860609,0.874342,0.940719
