Species,ymax,tmax,auc,centroid,fwhm,decay,auc_left,auc_right,asym,mean,max,min_z,rise_log,std_log
Sandtiger shark,0.032322752,76.74,0.070957585,76.07748968,1.32,1.761968221,0.042746442,0.028211143,-0.204844895,0.009132291,0.043111565,0.888985882,1.591116888,0.008147485
Scalloped bonnethead shark,0.041774045,77.16,0.126767384,75.90057541,2.23,1.067655733,0.083014789,0.043752595,-0.309718426,0.011460831,0.054298097,-0.965594918,1.800937129,0.011910013
Scalloped bonnethead shark,0.05050903,77.19,0.147391017,76.04864487,2.17,1.050490897,0.0963069,0.051084117,-0.306821839,0.013226243,0.065179806,0.869353429,1.801633283,0.014176509
Scalloped bonnethead shark,0.048629978,77.24,0.139658072,76.17916455,2.19,1.060171951,0.090779246,0.048878826,-0.300021469,0.01239197,0.062576001,0.807865339,1.787426341,0.013614005
Scalloped bonnethead shark,0.049942447,77.24,0.147298068,75.97381444,2.16,1.050901942,0.098122484,0.049175584,-0.332298311,0.012848433,0.063977393,0.556933482,1.807014009,0.013885531
Scalloped bonnethead shark,0.042008784,77.35,0.116669624,76.01756695,1.93,1.006086738,0.077241697,0.039427927,-0.324109813,0.011589224,0.05481044,-0.918940855,1.841702825,0.01152415
Scalloped bonnethead shark,0.051431438,77.43,0.146813138,75.99720214,1.96,1.024704601,0.097680053,0.049133085,-0.330671825,0.013278971,0.065493581,-0.722414362,1.844144314,0.013677683
Scalloped bonnethead shark,0.047512133,77.71,0.137286065,76.41207693,2.09,0.987194852,0.09239841,0.044887655,-0.346071208,0.011835179,0.060659381,-0.594270648,1.82251881,0.013172508
Scalloped bonnethead shark,0.045647965,77.75,0.120129514,76.46313124,1.86,0.955046115,0.079085898,0.041043617,-0.316677223,0.011871277,0.05924333,0.031822826,1.844892089,0.012344245
Scalloped bonnethead shark,0.049441377,77.69,0.140386414,76.47099503,2.06,0.990643656,0.093678372,0.046708042,-0.33457889,0.012323061,0.0631103,-0.899315367,1.824481746,0.013559167
Scalloped bonnethead shark,0.044282426,77.79,0.117612044,76.48596697,1.87,0.957644472,0.077860883,0.039751161,-0.324029079,0.011011381,0.056641761,0.23309203,1.846691593,0.011783999
Scalloped bonnethead shark,0.046039654,77.73,0.128085866,76.46337843,1.99,0.958890788,0.085719812,0.042366054,-0.33847418,0.011302963,0.058904299,0.754546411,1.830560263,0.012675362
Scalloped bonnethead shark,0.053311443,77.78,0.143300453,76.46696743,1.88,0.977022492,0.094778121,0.048522332,-0.32278885,0.013009038,0.067562027,0.645471038,1.850574745,0.014000691
Scalloped bonnethead shark,0.053148079,77.77,0.139757615,76.46600968,1.85,0.953008249,0.092594307,0.047163308,-0.325069936,0.013072517,0.068031748,-1.376608917,1.846894488,0.014183268
Scalloped bonnethead shark,0.043894295,77.75,0.113612864,76.48459272,1.85,0.942430073,0.074477395,0.039135469,-0.311073276,0.011082304,0.056824316,-2.03416028,1.843909974,0.011872391
Scalloped bonnethead shark,0.047764416,77.69,0.142777134,76.28839194,2.13,1.016826391,0.09621478,0.046562354,-0.347761748,0.011648482,0.060119485,-0.131889126,1.825242119,0.012982698
Scalloped hammerhead shark,0.043712419,76.8,0.122171013,76.60813046,2.73,0.862398968,0.064745144,0.057425869,-0.059910082,0.010608025,0.056792526,0.710685046,1.05612856,0.013535251
Scalloped hammerhead shark,0.044580394,76.81,0.138659643,76.39657403,2.81,0.889355802,0.071232209,0.067427434,-0.027439673,0.011690919,0.058137933,-2.00135131,1.216916944,0.014153511
Scalloped hammerhead shark,0.046469991,76.8,0.128737932,76.68650596,2.71,0.978257029,0.066055288,0.062682644,-0.026197751,0.0108407,0.059540386,-0.909246505,1.074584605,0.014011323
Scalloped hammerhead shark,0.047738544,77.1,0.139697573,76.71116256,2.78,0.905663906,0.081457715,0.058239858,-0.166200864,0.012239688,0.06124431,-0.780914754,1.107324653,0.014365833
Scalloped hammerhead shark,0.038486557,76.99,0.116658946,76.77931951,2.82,0.940305798,0.059649052,0.057009894,-0.022622846,0.010424898,0.05083568,0.860752478,1.06786956,0.012374959
Scalloped hammerhead shark,0.048700919,76.9,0.139078401,76.67233237,2.78,0.898832291,0.07633549,0.062742912,-0.097733205,0.011892311,0.062628747,0.916919818,1.075422081,0.014918864
Scalloped hammerhead shark,0.035636971,76.7,0.100311081,76.50250921,2.7,1.057974113,0.051963442,0.048347639,-0.036045903,0.009354308,0.0479128,0.661489003,1.180787894,0.011465219
Scalloped hammerhead shark,0.058138302,76.96,0.158578284,76.8165581,2.64,0.976821438,0.079658699,0.078919586,-0.004660873,0.012220216,0.071758376,-0.470305533,1.044557309,0.016530574
Scalloped hammerhead shark,0.040242896,76.9,0.110715419,76.82762591,2.66,0.937871302,0.054273622,0.056441797,0.019583319,0.009078295,0.050448905,-0.802504184,1.038194485,0.011687187
Scalloped hammerhead shark,0.039410015,77.65,0.114685172,76.59612647,2.65,0.96579854,0.081737505,0.032947667,-0.425424112,0.01001006,0.050314505,0.950599329,1.186769854,0.011465385
Scalloped hammerhead shark,0.038501567,76.75,0.104789489,76.70704604,2.66,0.90054978,0.051302763,0.053486726,0.020841434,0.008826851,0.048748336,-1.804567137,1.017470695,0.011378914
Scalloped hammerhead shark,0.03866808,77.43,0.10542533,76.63048031,2.58,0.909891279,0.073259649,0.032165681,-0.389792169,0.009432443,0.049168196,-0.262071997,1.18622661,0.011023997
Shortfin mako,0.03178383,77.53,0.063569711,76.94935575,1.36,0.819795521,0.040076011,0.0234937,-0.260852376,0.008515397,0.042390704,-0.894496049,1.488767324,0.008004601
Shortfin mako,0.017689781,77.57,0.029742553,76.91548484,1.27,0.764840723,0.018581269,0.011161284,-0.249473722,0.005670089,0.025847618,1.009573295,1.415013621,0.005013934
Shortfin mako,0.036773419,77.56,0.07070701,77.02106081,1.39,0.858931944,0.04392205,0.02678496,-0.242367624,0.009783501,0.049142527,0.819363451,1.442303514,0.009213548
Shortfin mako,0.032646921,77.56,0.067118172,77.14345665,1.44,1.074466572,0.039945032,0.02717314,-0.190289621,0.00868562,0.0430972,-0.295500792,1.46069216,0.008179961
Shortfin mako,0.034808525,77.55,0.069872876,77.05391882,1.36,0.819744229,0.043411514,0.026461362,-0.242585581,0.009183982,0.04616225,-0.197512637,1.472078707,0.008672088
Shortfin mako,0.035455502,77.58,0.070666862,77.08477503,1.43,0.92094629,0.043495916,0.027170946,-0.231013085,0.009243377,0.046785208,-0.755146724,1.466681693,0.008807007
Shortfin mako,0.020924992,77.6,0.0344106,77.0115894,1.28,0.746648722,0.021614622,0.012795977,-0.256276992,0.006704932,0.03048961,-0.043391963,1.362889661,0.005887843
Silky shark,0.045813978,78.66,0.113798788,78.20443234,2.3,1.017808911,0.069489167,0.044309621,-0.221263744,0.009886403,0.05718707,0.146734309,1.24922369,0.012234479
Silky shark,0.054801198,78.71,0.139182642,78.25051934,2.38,1.042546232,0.084848081,0.054334561,-0.219233659,0.011990992,0.068145836,0.065251621,1.261116386,0.014573532
Silky shark,0.060411459,78.84,0.158105572,78.16191799,2.22,0.950125672,0.102050287,0.056055285,-0.290913223,0.012982225,0.074157844,0.78981379,1.362701383,0.015720824
Silky shark,0.053982087,78.81,0.131371714,78.23381292,2.13,0.941643452,0.083028867,0.048342847,-0.264029589,0.01174843,0.067649744,0.838605902,1.265366274,0.014238404
Silky shark,0.066076275,78.81,0.159248478,78.25131453,2.07,0.943431021,0.100015336,0.059233142,-0.256091578,0.013482036,0.081325996,0.963239593,1.265780468,0.016936998
Silky shark,0.059595044,78.84,0.145156562,78.2569491,2.1,0.933048721,0.091818524,0.053338038,-0.265096427,0.012498705,0.073713672,-1.551364907,1.275699301,0.015424418
Silky shark,0.059545948,78.88,0.14493543,78.32588365,2.11,0.920605868,0.091991677,0.052943753,-0.269416002,0.012344601,0.073287456,-1.148694178,1.278599633,0.015308575
Silky shark,0.062968987,78.74,0.15620168,78.26907968,2.21,1.01614581,0.095085267,0.061116413,-0.217467918,0.012887907,0.077129294,-1.394681359,1.262582738,0.016248426
Silky shark,0.070961368,78.91,0.174163094,78.3513622,2.09,0.945193543,0.110829514,0.063333579,-0.272709527,0.013937679,0.085578564,0.729126598,1.292713769,0.01770005
Silky shark,0.064147084,78.87,0.165096558,78.15382939,2.11,0.942900828,0.106960155,0.058136403,-0.295728471,0.013265684,0.078115771,0.859512827,1.371669429,0.016351008
Silky shark,0.067365582,78.88,0.165319664,78.28128958,2.08,0.965263423,0.104572445,0.060747219,-0.265093849,0.013108163,0.081072326,0.240056362,1.287675258,0.0167329
Silky shark,0.060916996,78.76,0.151876447,78.29377239,2.23,1.018133156,0.093522747,0.0583537,-0.231563537,0.012147029,0.073993895,-0.578252684,1.26839484,0.015596112
Silky shark,0.063676098,78.89,0.153660792,78.35727968,2.06,0.932972009,0.098184736,0.055476056,-0.277941304,0.01286265,0.077651525,0.75361319,1.287088517,0.016010474
Silky shark,0.058732664,78.86,0.144519345,78.35151085,2.13,0.952277804,0.090742915,0.05377643,-0.255789183,0.012091717,0.071949997,0.746349392,1.287440465,0.015047976
Silky shark,0.063779532,78.89,0.154357035,78.31351873,2.07,0.933928093,0.098061665,0.05629537,-0.270582385,0.012668738,0.077533081,0.771372238,1.280161237,0.016042583
Silky shark,0.057894653,78.82,0.147181323,78.19226793,2.13,0.949017382,0.095062514,0.052118809,-0.291774147,0.012282224,0.071317383,0.09728755,1.355712487,0.015038224
Silky shark,0.05196792,78.79,0.125597657,78.25865933,2.12,0.931282893,0.078790272,0.046807385,-0.254645569,0.011345376,0.06533328,0.716834551,1.258885453,0.013783561
Silky shark,0.056066957,78.81,0.13627094,78.24495067,2.1,0.94087934,0.086043957,0.050226983,-0.262836473,0.011825879,0.069422368,-1.380000547,1.273370142,0.014510557
Silky shark,0.060580967,78.77,0.148006353,78.25788726,2.14,0.962763342,0.092219518,0.055786835,-0.246156215,0.012588993,0.074817422,-1.558698349,1.267090862,0.015734305
Silky shark,0.054091938,78.83,0.13544947,78.21604285,2.09,0.930742088,0.087266717,0.048182753,-0.288550144,0.011668423,0.067115855,-0.44384107,1.339901062,0.014095905
Silky shark,0.064862617,78.82,0.157224966,78.28400602,2.09,0.947715858,0.098524801,0.058700165,-0.253297148,0.013320767,0.079707373,0.774234578,1.273443131,0.016577162
Silky shark,0.066196397,78.8,0.16289131,78.22269854,2.09,0.939524938,0.104167568,0.058723742,-0.278982504,0.013613007,0.081026995,-0.486323497,1.30250991,0.016837425
Silky shark,0.060205142,78.79,0.144868954,78.24004102,2.1,0.927625495,0.091585093,0.05328386,-0.264385376,0.012473085,0.074494286,-1.021469756,1.265353893,0.015569596
Silky shark,0.046570572,78.58,0.109409049,78.20444509,2.17,1.007927111,0.064039948,0.045369102,-0.170651752,0.010731115,0.059673844,0.637712772,1.11281722,0.012650933
Silky shark,0.066410477,78.61,0.161148582,78.03662947,2.06,0.922884759,0.103530722,0.057617859,-0.284910128,0.013257449,0.08085904,0.708226637,1.297295061,0.01674526
Silky shark,0.068052116,78.59,0.165192399,78.03388086,2.06,0.93320809,0.105522228,0.059670172,-0.27756759,0.013586744,0.082913062,0.772187064,1.293834578,0.017190828
Silky shark,0.044319335,78.56,0.109650341,78.04749437,2.36,1.004554111,0.067750222,0.041900119,-0.235750321,0.01042329,0.057217623,-1.607789928,1.234303021,0.01243167
Silky shark,0.064231503,78.7,0.161845783,78.16494434,2.21,1.032631677,0.100216603,0.06162918,-0.238420937,0.013747417,0.079045794,-1.607755106,1.277961368,0.016617871
Silky shark,0.054598686,78.77,0.132101387,78.15251488,2.09,0.931710044,0.083362879,0.048738508,-0.262104523,0.011431292,0.067727981,0.633199885,1.270176973,0.01418836
Silvertip shark,0.029873597,77.62,0.087675681,77.6200495,2.03,2.900726098,0.045185751,0.04248993,-0.030747646,0.009764538,0.041814136,-1.944536288,1.333758845,0.00953728
Silvertip shark,0.026256319,77.6,0.089892062,77.91365889,4.3,3.272295812,0.040970423,0.048921639,0.08845292,0.009579281,0.037440941,0.74266526,1.384758492,0.00898318
Silvertip shark,0.026136994,77.56,0.077721903,77.68866698,3.85,2.981446743,0.037935544,0.039786359,0.023813302,0.009365896,0.038053954,0.475450794,1.322475624,0.008846255
Silvertip shark,0.024288659,77.48,0.088806138,77.73019915,4.51,3.246034698,0.041415389,0.047390749,0.067285437,0.009824657,0.035837036,0.593433547,1.426218226,0.008959309
Silvertip shark,0.024448608,77.4,0.077426667,77.43060988,4.05,3.019534665,0.039670009,0.037756658,-0.024711781,0.008880996,0.035292668,0.483807993,1.385617284,0.008357453
Silvertip shark,0.024450699,77.81,0.088582258,78.35089717,4.49,3.333687871,0.036381214,0.052201045,0.17858916,0.010017359,0.036540765,0.636480085,1.333627649,0.009257143
Silvertip shark,0.02222453,77.79,0.066185895,77.89814408,3.86,2.975315629,0.033021188,0.033164708,0.002168434,0.008478544,0.03306298,0.729147491,1.352529515,0.007720642
Silvertip shark,0.028189335,77.77,0.102323362,77.97127957,4.34,3.154487355,0.047825613,0.054497749,0.06520638,0.010966155,0.040769022,0.658710234,1.439220973,0.009999373
Silvertip shark,0.032115562,77.78,0.103895992,77.91697201,3.98,2.98912829,0.049981708,0.053914285,0.037851094,0.011151559,0.045251302,-0.279482828,1.379474542,0.010571252
Silvertip shark,0.015680586,77.79,0.044216173,77.71765328,1.85,2.775173975,0.023492277,0.020723896,-0.062610136,0.00661677,0.024840592,-1.656944185,1.343621342,0.005968444
Silvertip shark,0.006377001,77.83,0.017958353,77.70395776,3.53,2.338105324,0.009275197,0.008683155,-0.032967504,0.0029084,0.010622448,0.83778411,1.243525106,0.002585199
Silvertip shark,0.006762803,77.89,0.014986048,77.48091928,1.44,2.088241501,0.008376128,0.00660992,-0.117856809,0.003878359,0.013229196,0.624585006,2.923659364,0.00333371
Silvertip shark,0.005550234,77.95,0.009512881,77.6762888,1.26,0.643447392,0.005514481,0.0039984,-0.159371417,0.003458494,0.011468815,0.638109739,1.123453068,0.002821603
Silvertip shark,0.01546798,77.95,0.03975097,77.88991454,1.62,2.234242493,0.019837103,0.019913867,0.001931121,0.006358843,0.024771009,-0.475876999,1.311348526,0.005839254
Small tail shark,0.085498502,77.75,0.144312965,77.60528535,1.57,0.932085227,0.079248656,0.065064309,-0.098288791,0.011850829,0.09897648,-2.208045729,0.863867116,0.017656463
Small tail shark,0.082553605,77.76,0.138659392,77.63166937,1.57,0.939883467,0.07564884,0.063010552,-0.091146277,0.011647564,0.095924145,-1.296170879,0.850944694,0.017111074
Small tail shark,0.077685194,77.69,0.148492355,77.70911699,1.77,1.360203537,0.071515593,0.076976762,0.036777441,0.012669835,0.092013081,-2.132524509,0.868498164,0.017262612
Small tail shark,0.080659826,77.72,0.136441044,77.5728201,1.57,0.961315091,0.073910003,0.062531041,-0.083398385,0.011550829,0.093913628,-0.246750466,0.853701649,0.016770737
Small tail shark,0.080593065,77.77,0.135639926,77.59716604,1.56,0.920286506,0.074310584,0.061329342,-0.095703698,0.011107602,0.093399343,0.813186089,0.86399765,0.016689364
Smooth hammerhead shark,0.054311671,77.39,0.161577382,76.01946039,2.01,1.025189674,0.109128208,0.052449174,-0.350785698,0.012455487,0.067680828,0.689771156,1.800837543,0.014613163
Smooth hammerhead shark,0.048470766,77.45,0.143976492,76.00290737,2,0.99768996,0.098308071,0.045668421,-0.365612807,0.011684561,0.061093838,0.042965758,1.80135276,0.013097112
Smooth hammerhead shark,0.042206944,77.28,0.13122527,75.74602176,1.96,0.958992764,0.09279992,0.03842535,-0.414360516,0.010625461,0.054097236,-2.198184234,1.808392245,0.012021676
Smooth hammerhead shark,0.042512093,77.27,0.129931629,75.76382575,1.95,0.963793949,0.090784228,0.039147402,-0.397415367,0.010461644,0.054205555,-1.037606114,1.810730722,0.011970318
Smooth hammerhead shark,0.050453407,77.35,0.147700791,75.98860946,1.95,0.986645403,0.100988868,0.046711922,-0.36747905,0.011898035,0.063572015,-0.033641898,1.802068398,0.013717616
Smooth hammerhead shark,0.051541322,77.47,0.156350763,75.98716353,2,1.023346353,0.108014398,0.048336364,-0.38169327,0.012523915,0.064682889,0.642629591,1.797799122,0.013839632
Spadenose stingray,0.050183049,77.97,0.116534652,77.62405196,1.52,1.113959148,0.06733139,0.049203262,-0.155559983,0.01321587,0.064079943,1.333045638,1.338880993,0.011917811
Spadenose stingray,0.04703764,77.94,0.105716556,77.77825587,1.52,1.115978464,0.060321272,0.045395284,-0.141188751,0.01293003,0.061061166,1.019406933,1.323166515,0.011457605
Spadenose stingray,0.046870173,77.93,0.104015853,77.83897574,1.5,1.084516966,0.059236151,0.044779702,-0.138983139,0.01275242,0.060753337,-0.752360991,1.313624795,0.011346165
Spadenose stingray,0.048378721,77.97,0.124951016,77.6196078,1.59,1.228640536,0.071610246,0.05334077,-0.146213108,0.013292345,0.061984653,-0.666003271,1.379683822,0.011778606
Spadenose stingray,0.045601226,77.96,0.117349679,77.71837277,1.58,1.250451451,0.065882994,0.051466685,-0.122849159,0.012785309,0.058785028,-0.840766225,1.371696053,0.011197234
Spadenose stingray,0.046847491,77.95,0.119235633,77.74320422,1.57,1.194907095,0.067200536,0.052035097,-0.127188811,0.01295187,0.060200371,0.610231517,1.375654826,0.011415189
Spadenose stingray,0.049136464,77.95,0.127925101,77.57909955,1.57,1.207313667,0.073394546,0.054530555,-0.147461214,0.013565847,0.063010931,0.836544459,1.386061489,0.01195063
Spinner shark,0.050192671,77.85,0.126539836,77.89349865,2.48,1.123945852,0.058045186,0.06849465,0.082578447,0.010665984,0.062460308,-0.138761529,0.994047069,0.013875679
Spinner shark,0.036487226,77.88,0.094992576,77.84791659,2.65,1.415506627,0.046463504,0.048529073,0.021744533,0.009207873,0.047951865,0.782912136,1.047054649,0.010916036
Spinner shark,0.051638534,77.94,0.13374464,77.85979229,2.6,1.215648925,0.064643294,0.069101346,0.033332568,0.011437583,0.065105602,0.888958024,1.009371559,0.014676938
Spinner shark,0.052735174,78.03,0.135923574,78.03089353,2.54,1.288276594,0.063677926,0.072245648,0.06303338,0.011589667,0.066039283,0.958065094,1.036295762,0.014762698
Spinner shark,0.04882665,78,0.124484653,77.98031504,2.51,1.293191802,0.05922662,0.065258034,0.048451064,0.011253001,0.062297985,0.962473516,1.055538912,0.013922266
Spinner shark,0.053524063,77.66,0.135211108,77.68684445,2.49,1.312638436,0.062840871,0.072370236,0.070477679,0.011733716,0.067471239,1.109121461,1.029622621,0.015007656
Spinner shark,0.051566343,77.84,0.130162032,77.83980689,2.5,1.220276952,0.059976822,0.07018521,0.078428315,0.011607622,0.065575442,1.350964865,0.994573718,0.014655916
Spinner shark,0.054435392,77.9,0.137064406,77.89135159,2.47,1.172012221,0.063007486,0.07405692,0.080614901,0.011472765,0.067882068,-0.461251901,0.999805258,0.015086373
Spinner shark,0.055345913,77.69,0.139729931,77.74540912,2.48,1.10304366,0.062585747,0.077144185,0.104189833,0.011689382,0.068970516,-1.220447694,0.997235872,0.015357279
Spinner shark,0.055659831,77.66,0.138686825,77.71894602,2.47,1.230719693,0.063518726,0.075168099,0.08399769,0.012267981,0.070646768,-1.07592387,0.989238053,0.01574294
Spot-tail shark,0.06758955,79.27,0.132825225,78.6518702,1.65,0.808073503,0.083792554,0.049032672,-0.261696392,0.012278425,0.081854763,-0.082670797,1.107122268,0.015386252
Spot-tail shark,0.064498481,79.28,0.125743846,78.6259008,1.65,0.802543636,0.079671777,0.046072069,-0.267207576,0.011557858,0.07799615,-0.996293694,1.062055921,0.014641891
Spot-tail shark,0.065632338,79.18,0.121000486,78.7731317,1.65,0.822366367,0.072465687,0.0485348,-0.197775132,0.011754583,0.079926955,0.80253066,1.018159163,0.015001818
Spot-tail shark,0.046046455,79.18,0.085635981,78.43338952,1.51,0.690045042,0.056804587,0.028831394,-0.326652336,0.009332795,0.058059225,0.409289637,1.092074679,0.01089057
Spot-tail shark,0.054791398,79.16,0.100831723,78.51093829,1.51,0.709599128,0.065915629,0.034916094,-0.307438311,0.010411628,0.067993778,-0.666699704,1.116977706,0.012612095
Spot-tail shark,0.063213,79.15,0.11988546,78.47687782,1.55,0.730331462,0.079214682,0.040670777,-0.321506085,0.011444829,0.077034217,0.709452359,1.133901098,0.01426072
Spotted Eagleray,0.053392095,79.31,0.085997609,78.66155321,1.16,0.729918935,0.053958387,0.032039222,-0.254881092,0.010986638,0.066789539,0.940285153,1.459792079,0.011229076
Spotted Eagleray,0.04668519,79.36,0.074097412,78.77390221,1.16,0.72657592,0.046460187,0.027637224,-0.25402997,0.009734717,0.058702729,0.900114885,1.456576364,0.009890248
Spotted Eagleray,0.05169091,79.32,0.083643273,78.74500122,1.17,0.734668619,0.052018331,0.031624942,-0.243813851,0.010616167,0.064576804,0.86073855,1.460189676,0.01087262
Spotted Eagleray,0.051305223,79.39,0.084181442,78.72565744,1.17,0.736725229,0.052607252,0.03157419,-0.24985391,0.010582787,0.064074175,0.458736396,1.460460064,0.010819131
Spotted Eagleray,0.050101046,79.11,0.079555514,78.42784287,1.16,0.718656757,0.050434847,0.029120667,-0.267915802,0.010592343,0.063419722,-0.082670797,1.456307061,0.010780906
Spotted Eagleray,0.044547719,79.16,0.069089219,78.40774786,1.14,0.707505711,0.04369078,0.02539844,-0.26476403,0.009513318,0.05667296,-0.860893146,1.449807087,0.009616945
Spotted Eagleray,0.04506348,79.06,0.070597148,78.46065615,1.15,0.713170747,0.044308911,0.026288237,-0.255260648,0.009553458,0.057147865,0.263038659,1.45457196,0.009715914
Spotted Eagleray,0.04983981,79.19,0.080119267,78.60401856,1.16,0.727602936,0.050101119,0.030018148,-0.250663442,0.010320047,0.062508125,0.139073544,1.459722455,0.01054324
Spotted Eagleray,0.0573391,79.39,0.09731714,78.74418766,1.19,0.755008402,0.060507751,0.03680939,-0.243516827,0.011893396,0.071403451,0.694701903,1.465343382,0.012083067
Spotted Eagleray,0.043237487,79.41,0.073185303,78.74784765,1.21,0.745047918,0.045832991,0.027352312,-0.252518996,0.010311564,0.055986306,0.671726571,1.459536888,0.00974887
Spotted Eagleray,0.053000112,79.4,0.092710679,78.70286839,1.21,0.769498028,0.057405082,0.035305597,-0.238370429,0.011473419,0.066446329,0.924698978,1.472290386,0.011328805
Spotted Eagleray,0.043916283,79.46,0.070036056,78.79083333,1.17,0.712954514,0.044295934,0.025740122,-0.264946561,0.009929365,0.056529555,-1.029729454,1.446238026,0.009729157
Spotted Eagleray,0.04416127,79.39,0.073163189,78.67862039,1.2,0.734571072,0.046288816,0.026874373,-0.26535808,0.010681444,0.057747568,0.823841517,1.444043469,0.010119428
Spotted Eagleray,0.052727957,79.39,0.086646026,78.64414664,1.18,0.732690825,0.054741556,0.03190447,-0.263567612,0.011135909,0.066328531,0.79309399,1.455705535,0.011254626
Spotted Eagleray,0.055592941,79.41,0.095334094,78.80993034,1.2,0.762227936,0.058990308,0.036343786,-0.237549045,0.011829364,0.069595034,0.060376589,1.468890012,0.011853368
Spotted Eagleray,0.044118323,79.4,0.074155272,78.66777221,1.2,0.727320328,0.047629563,0.02652571,-0.284590052,0.009915388,0.05638544,-0.35539405,1.459859193,0.009772922
Spotted Eagleray,0.042222752,79.38,0.06490509,78.63543242,1.14,0.701599854,0.040825053,0.024080038,-0.257992327,0.009425237,0.054418076,-0.80389705,1.446204954,0.009275563
Spotted Eagleray,0.051314733,79.39,0.087905184,78.77084377,1.2,0.765726123,0.054537114,0.03336807,-0.240816793,0.0114148,0.065076963,0.913618725,1.464115439,0.01117823
Spotted Eagleray,0.044550075,79.37,0.069622412,78.69876798,1.16,0.707020128,0.043751037,0.025871375,-0.256809004,0.009622292,0.056831262,0.653285019,1.451142987,0.009673456
Spotted Eagleray,0.049964585,79.4,0.078075089,78.77203646,1.15,0.710651766,0.049078473,0.028996617,-0.257212077,0.010497311,0.063147625,0.501915257,1.455171099,0.010646856
Spotted Eagleray,0.051801789,79.36,0.085199734,78.62864461,1.18,0.735346026,0.05358172,0.031618014,-0.257790774,0.010871614,0.065028865,0.041572891,1.461117834,0.011012372
Spotted Eagleray,0.049823271,79.4,0.080925827,78.81017656,1.18,0.731383205,0.050910981,0.030014847,-0.258213412,0.010442551,0.062683497,0.811542506,1.456614296,0.010624121
Spotted Eagleray,0.053695421,79.35,0.085973038,78.69615607,1.14,0.729929829,0.053301354,0.032671684,-0.239955105,0.010782683,0.066768289,0.740192922,1.463707496,0.011137094
Spotted Eagleray,0.050760062,79.38,0.081603683,78.67990612,1.16,0.731173747,0.050950297,0.030653385,-0.248725446,0.010606061,0.063809144,-1.558712278,1.456225085,0.010756455
Thornback ray,0.058675444,75.91,0.126737525,75.41625647,1.58,0.941801702,0.079368668,0.047368857,-0.252488848,0.011110789,0.070332024,-0.35748335,1.282172336,0.012915438
Thornback ray,0.028894654,75.54,0.076925969,75.07354902,1.69,1.444750619,0.046227462,0.030698507,-0.201868835,0.006199856,0.034973125,-0.996439945,1.367805186,0.006710011
Thornback ray,0.048630891,75.67,0.092305,75.29548201,1.42,0.88724821,0.055183224,0.037121776,-0.195671386,0.008495215,0.057934479,1.13172072,1.200030462,0.010211717
Thornback ray,0.039948026,75.49,0.078367003,75.08324854,1.48,0.884313455,0.048701364,0.029665639,-0.242904845,0.007133137,0.047862466,0.704535541,1.249019362,0.008632299
Thornback ray,0.049544844,75.56,0.116996666,75.31529786,1.85,1.028106082,0.068426473,0.048570193,-0.169716631,0.010862126,0.061326787,0.637712772,1.211630923,0.012027039
Thornback ray,0.052474726,75.75,0.094752335,75.45300904,1.42,0.864918729,0.056485403,0.038266932,-0.192274636,0.009155706,0.062920858,0.699625686,1.1299361,0.011078275
Thornback ray,0.049906039,76.28,0.139812099,76.20282654,1.83,1.260156396,0.076819037,0.062993062,-0.098889688,0.012084195,0.061778493,0.983317763,1.298147467,0.012120406
Thornback ray,0.052471871,75.78,0.106084308,75.1772383,1.46,0.866588055,0.06691136,0.039172948,-0.261475159,0.009528854,0.062810182,-0.778129021,1.27130709,0.011273863
Tiger shark,0.067541452,77.26,0.127855695,76.55087141,1.37,0.770414393,0.084889414,0.042966281,-0.327894138,0.01059802,0.07970072,0.655325568,1.450927565,0.014114781
Tiger shark,0.0732534,77.28,0.130681678,76.58303984,1.3,0.697926124,0.087038588,0.04364309,-0.332070255,0.01059082,0.086086138,-1.398678886,1.440689709,0.01502306
Tiger shark,0.062659598,77.28,0.118754503,76.56437163,1.37,0.749054385,0.079412332,0.039342171,-0.337420142,0.010242675,0.074768855,-0.641628107,1.4506856,0.01336188
Tiger shark,0.065044586,77.15,0.117168517,76.43775183,1.31,0.690251763,0.078500037,0.038668479,-0.339951033,0.009587561,0.077066538,-0.923119455,1.43682872,0.013641444
Tiger shark,0.074051674,77.18,0.135203255,76.45244149,1.32,0.715198258,0.090970512,0.044232743,-0.345685235,0.010942726,0.086890946,0.864471432,1.443317338,0.015177726
Tiger shark,0.067766334,77.07,0.123879663,76.36844298,1.34,0.713160708,0.082752105,0.041127558,-0.336007913,0.010153989,0.080209413,0.661502931,1.436535435,0.014192542
Tiger shark,0.077132413,77.19,0.14465366,76.49911371,1.37,0.761258961,0.095923209,0.04873045,-0.326246562,0.012172504,0.091508743,0.841064311,1.442135288,0.016259221
Tiger shark,0.036628217,76.92,0.067351651,76.00617487,1.24,0.630777927,0.047370467,0.019981184,-0.406660892,0.006281136,0.045204087,-2.698334723,1.485315079,0.00824241
Tiger shark,0.033712166,76.76,0.089600217,74.89914184,1.41,0.786158269,0.068125061,0.021475156,-0.520644998,0.007015467,0.041765921,-1.607866535,1.57539951,0.00845253
Tiger shark,0.078273571,77.09,0.162479639,75.83861819,1.36,0.71112988,0.115336264,0.047143375,-0.419701139,0.010562947,0.089046106,1.012031705,1.488012948,0.015796188
